Time,Initial Cost,Minimized Cost,Error Rate
67.48157,46998.0,8010.0,31.0966
65.88735,46558.0,8062.0,31.9476
65.43105,46564.0,7692.0,25.8920
65.25467,45880.0,7706.0,26.1211
66.06167,47625.0,7606.0,24.4845
AVG TIME,66.023262
MIN_COST,7606.0
AVG_COST,7815.2
MIN_ERR ,24.4845
AVG_ERR ,27.90836
NEIGHBORHOODS   ,6
MAX_NO_IMPROV   ,40
MAX_NO_IMPROV_LS,20
