NEIGHBORHOODS   ,15
MAX_NO_IMPROV   ,40
MAX_NO_IMPROV_LS,30
NUMBER OF RUNS  ,20
Time,Initial Cost,Minimized Cost,Error Rate
242.31732,168960.0,23020.0,8.1665
198.40474,162583.0,24691.0,16.0182
179.60566,174010.0,22596.0,6.1742
266.38739,167230.0,22477.0,5.6151
232.89579,177562.0,23859.0,12.1088
110.04081,171493.0,24179.0,13.6124
118.02752,160665.0,25329.0,19.0161
127.67808,178412.0,23613.0,10.9529
134.60249,169392.0,25317.0,18.9597
162.83141,160790.0,23183.0,8.9324
148.12957,172188.0,25544.0,20.0263
98.80409,167826.0,23717.0,11.4416
164.48612,175320.0,23356.0,9.7453
146.35265,169347.0,24823.0,16.6385
114.49942,174899.0,23446.0,10.1682
211.20157,160848.0,25319.0,18.9691
126.17909,164254.0,25938.0,21.8776
163.57112,182948.0,25482.0,19.7350
84.74201,160933.0,26038.0,22.3475
107.58302,180600.0,26298.0,23.5692
AVG TIME,156.91699350000002
MIN_COST,22477.0
AVG_COST,24411.25
MIN_ERR ,5.6151
AVG_ERR ,14.703730000000002
