NEIGHBORHOODS   ,24
MAX_NO_IMPROV   ,40
MAX_NO_IMPROV_LS,40
NUMBER OF RUNS  ,20
Time,Initial Cost,Minimized Cost,Error Rate
497.71650,172892.0,24639.0,15.7739
409.21191,183024.0,23038.0,8.2511
575.12659,181481.0,23689.0,11.3100
245.04383,161569.0,25699.0,20.7546
578.32720,178389.0,23712.0,11.4181
369.67070,170050.0,23497.0,10.4079
331.18667,148819.0,25031.0,17.6158
157.93723,170382.0,25508.0,19.8572
350.66881,175057.0,25160.0,18.2220
368.59320,176483.0,24689.0,16.0088
319.96978,176461.0,24406.0,14.6791
347.90296,165028.0,24577.0,15.4826
336.42896,172032.0,24093.0,13.2083
200.89425,174437.0,26415.0,24.1190
423.50519,175430.0,24714.0,16.1263
300.11627,170960.0,24821.0,16.6291
354.31790,170671.0,24253.0,13.9602
490.54540,174485.0,23828.0,11.9632
604.21336,168706.0,25182.0,18.3253
461.16282,164737.0,24289.0,14.1293
AVG TIME,386.12697650000007
MIN_COST,23038.0
AVG_COST,24562.0
MIN_ERR ,8.2511
AVG_ERR ,15.412089999999997
