NEIGHBORHOODS:    15
MAX_NO_IMPROV:    40
MAX_NO_IMPROV_LS: 20
NUMBER OF RUNS:   20
Time,Initial Cost,Minimized Cost,Error Rate
30.95996,30391.0,8237.0,9.1808
37.99150,30322.0,7795.0,3.3221
21.27907,32178.0,8821.0,16.9217
15.70681,29911.0,8397.0,11.3016
23.51693,29934.0,8278.0,9.7243
31.92554,31371.0,9092.0,20.5138
42.58579,31009.0,8171.0,8.3060
29.51647,31272.0,8375.0,11.0100
28.56576,30129.0,8628.0,14.3635
25.49393,28300.0,8202.0,8.7169
22.68544,29544.0,8770.0,16.2457
26.61896,26798.0,8142.0,7.9216
38.20813,32318.0,8269.0,9.6050
35.19112,30057.0,8208.0,8.7964
21.42199,29268.0,8246.0,9.3001
11.55674,30224.0,8721.0,15.5962
28.07912,27847.0,8197.0,8.6506
20.84392,29988.0,8110.0,7.4974
25.85269,30976.0,8683.0,15.0925
22.41230,30749.0,8287.0,9.8436
AVG TIME: 27.02061
MIN_COST: 7795.0
AVG_COST: 8381.5
MIN_ERR: %3.3221
AVG_ERR: %11.0955
