NEIGHBORHOODS:    24
MAX_NO_IMPROV:    40
MAX_NO_IMPROV_LS: 40
NUMBER OF RUNS:   20
Time,Initial Cost,Minimized Cost,Error Rate
99.99700,29533.0,7983.0,5.8141
70.83106,28511.0,8384.0,11.1293
97.21472,27489.0,8242.0,9.2471
57.38363,25987.0,8496.0,12.6138
75.72375,33925.0,8542.0,13.2236
57.96460,27899.0,8165.0,8.2265
75.02292,29664.0,8104.0,7.4179
87.11867,29164.0,8447.0,11.9643
110.79614,31059.0,8492.0,12.5608
190.38111,30266.0,8201.0,8.7036
66.83438,28572.0,8624.0,14.3105
103.29436,27809.0,8563.0,13.5019
97.96204,29580.0,8179.0,8.4120
94.33292,28727.0,8337.0,10.5063
90.72256,26915.0,8613.0,14.1647
59.72655,27722.0,8477.0,12.3620
67.60972,30111.0,8446.0,11.9511
93.49266,30038.0,7931.0,5.1248
90.51031,28064.0,8776.0,16.3252
105.05373,29880.0,8294.0,9.9363
AVG TIME: 89.59864
MIN_COST: 7931.0
AVG_COST: 8364.8
MIN_ERR: %5.1248
AVG_ERR: %10.8748
