NEIGHBORHOODS   ,12
MAX_NO_IMPROV   ,40
MAX_NO_IMPROV_LS,20
NUMBER OF RUNS  ,20
Time,Initial Cost,Minimized Cost,Error Rate
55.36306,161746.0,28715.0,34.9262
83.67119,184021.0,25225.0,18.5274
123.96430,177533.0,23407.0,9.9850
126.50737,160369.0,24556.0,15.3839
98.80355,173689.0,27191.0,27.7652
87.91106,166730.0,24212.0,13.7675
109.97943,194243.0,23943.0,12.5035
92.68936,177516.0,24817.0,16.6103
144.18951,190594.0,24994.0,17.4420
116.68828,160475.0,24345.0,14.3924
53.66696,176100.0,27019.0,26.9571
77.06750,161806.0,26197.0,23.0946
52.46466,191827.0,28612.0,34.4423
61.20194,166475.0,24272.0,14.0494
170.18747,176910.0,23441.0,10.1447
83.35587,179533.0,26436.0,24.2176
81.28253,161603.0,25979.0,22.0703
97.47668,175516.0,23517.0,10.5018
93.20419,181173.0,25927.0,21.8260
63.72896,168710.0,26327.0,23.7055
AVG TIME,93.6701935
MIN_COST,23407.0
AVG_COST,25456.6
MIN_ERR ,9.985
AVG_ERR ,19.615634999999997
