NEIGHBORHOODS:    12
MAX_NO_IMPROV:    20
MAX_NO_IMPROV_LS: 20
NUMBER OF RUNS:   20
Time,Initial Cost,Minimized Cost,Error Rate
8.94185,30004.0,8748.0,15.9541
9.70292,29681.0,8672.0,14.9467
14.39265,30508.0,8523.0,12.9717
8.74678,28829.0,8951.0,18.6448
9.61835,28008.0,8247.0,9.3134
17.08729,29038.0,8541.0,13.2103
12.43726,31322.0,8847.0,17.2663
13.00987,28411.0,7780.0,3.1233
10.05902,28742.0,8260.0,9.4857
27.17477,28970.0,8053.0,6.7419
17.87965,28707.0,8061.0,6.8479
12.12639,30227.0,8968.0,18.8702
9.89781,29171.0,8855.0,17.3724
14.24560,33271.0,8641.0,14.5358
11.57618,30715.0,8897.0,17.9291
8.60720,30728.0,8785.0,16.4445
10.96358,29533.0,8187.0,8.5181
11.62545,34243.0,8552.0,13.3561
11.12773,27679.0,8661.0,14.8009
22.53709,30390.0,8155.0,8.0939
AVG TIME: 13.08787
MIN_COST: 7780.0
AVG_COST: 8519.2
MIN_ERR: %3.1233
AVG_ERR: %12.9214
