NEIGHBORHOODS   ,12
MAX_NO_IMPROV   ,10
MAX_NO_IMPROV_LS,20
NUMBER OF RUNS  ,20
Time,Initial Cost,Minimized Cost,Error Rate
26.31996,177558.0,29508.0,38.6524
34.39228,171032.0,27783.0,30.5469
36.52933,167421.0,28585.0,34.3154
27.90804,167177.0,30760.0,44.5353
23.34116,176228.0,32719.0,53.7402
23.20204,170997.0,31040.0,45.8510
21.31094,171074.0,32981.0,54.9713
12.50855,166661.0,33837.0,58.9935
31.91327,160407.0,28846.0,35.5418
10.43630,183705.0,37354.0,75.5192
9.94757,156368.0,41745.0,96.1517
12.15034,158765.0,34901.0,63.9930
31.39725,182857.0,30157.0,41.7019
29.83543,176535.0,29858.0,40.2970
33.16945,171148.0,30635.0,43.9479
15.41093,175261.0,34022.0,59.8628
28.88965,173198.0,32129.0,50.9680
19.30211,173636.0,30409.0,42.8860
20.43682,179128.0,35316.0,65.9431
31.57355,153969.0,28851.0,35.5653
AVG TIME,23.9987485
MIN_COST,27783.0
AVG_COST,32071.8
MIN_ERR ,30.5469
AVG_ERR ,50.699185
