NEIGHBORHOODS   ,12
MAX_NO_IMPROV   ,10
MAX_NO_IMPROV_LS,60
NUMBER OF RUNS  ,20
Time,Initial Cost,Minimized Cost,Error Rate
49.92034,164197.0,24531.0,15.2664
50.17602,165202.0,24836.0,16.6996
64.22707,164569.0,25316.0,18.9550
38.13791,169449.0,24336.0,14.3502
39.67719,177860.0,25711.0,20.8110
54.51558,164000.0,24931.0,17.1459
47.12898,167049.0,25837.0,21.4031
25.73660,167113.0,27454.0,29.0010
90.90061,170004.0,24334.0,14.3408
44.94926,176254.0,26085.0,22.5684
43.66543,166790.0,25859.0,21.5064
85.92633,173955.0,25091.0,17.8978
57.93250,168711.0,26025.0,22.2864
44.84989,184356.0,25626.0,20.4116
40.06260,165982.0,24928.0,17.1318
71.68865,182870.0,25465.0,19.6551
49.20837,164325.0,26799.0,25.9233
39.98901,166265.0,25461.0,19.6363
72.79946,177848.0,23576.0,10.7791
43.65164,178087.0,25778.0,21.1258
AVG TIME,52.757172000000004
MIN_COST,23576.0
AVG_COST,25398.95
MIN_ERR ,10.7791
AVG_ERR ,19.344749999999998
