NEIGHBORHOODS   ,12
MAX_NO_IMPROV   ,10
MAX_NO_IMPROV_LS,40
NUMBER OF RUNS  ,20
Time,Initial Cost,Minimized Cost,Error Rate
90.57346,159169.0,25616.0,20.3646
58.62160,165421.0,25105.0,17.9635
54.54509,178283.0,26292.0,23.5410
60.55007,175190.0,24426.0,14.7730
41.67435,173632.0,27070.0,27.1967
30.14557,180160.0,28970.0,36.1244
68.23949,173420.0,25097.0,17.9259
24.51584,167263.0,29147.0,36.9561
46.98461,167824.0,26860.0,26.2099
21.91569,169875.0,30821.0,44.8219
58.73048,174239.0,25699.0,20.7546
26.62807,179899.0,27478.0,29.1138
46.94549,172955.0,26612.0,25.0446
23.59251,169893.0,31586.0,48.4165
31.95532,171832.0,28750.0,35.0907
34.33364,177908.0,28069.0,31.8908
40.65808,166374.0,27039.0,27.0510
35.55887,179925.0,28521.0,34.0147
30.59555,177212.0,27448.0,28.9728
46.67530,179197.0,26676.0,25.3454
AVG TIME,43.671954
MIN_COST,24426.0
AVG_COST,27364.1
MIN_ERR ,14.773
AVG_ERR ,28.578595
