NEIGHBORHOODS:    15
MAX_NO_IMPROV:    40
MAX_NO_IMPROV_LS: 30
NUMBER OF RUNS:   20
Time,Initial Cost,Minimized Cost,Error Rate
31.87850,27996.0,8372.0,10.9702
25.94597,29440.0,8319.0,10.2677
36.51254,26876.0,8220.0,8.9555
70.31507,30070.0,8167.0,8.2530
43.46225,30803.0,8027.0,6.3973
36.73755,29161.0,8281.0,9.7640
33.00985,27324.0,8082.0,7.1263
31.79930,30339.0,8635.0,14.4563
35.22156,30067.0,8642.0,14.5491
27.92558,30127.0,8238.0,9.1941
18.03353,29419.0,8416.0,11.5534
26.49260,30286.0,8344.0,10.5991
32.75056,26180.0,8787.0,16.4710
33.13057,30806.0,8774.0,16.2987
48.87620,31734.0,7837.0,3.8788
25.23368,27528.0,8200.0,8.6904
41.38736,25205.0,7937.0,5.2043
23.00452,31559.0,8312.0,10.1749
30.44477,29421.0,8042.0,6.5961
37.46373,30370.0,8141.0,7.9083
AVG TIME: 34.48128
MIN_COST: 7837.0
AVG_COST: 8288.6
MIN_ERR: %3.8788
AVG_ERR: %9.8654
