NEIGHBORHOODS:    15
MAX_NO_IMPROV:    40
MAX_NO_IMPROV_LS: 40
NUMBER OF RUNS:   20
Time,Initial Cost,Minimized Cost,Error Rate
45.83843,32591.0,8480.0,12.4018
37.51859,31325.0,8541.0,13.2103
29.54621,29530.0,8668.0,14.8937
43.85064,28540.0,7863.0,4.2235
32.53068,29007.0,8554.0,13.3826
41.14903,30862.0,8231.0,9.1013
44.93616,28015.0,8013.0,6.2117
55.83337,33198.0,7693.0,1.9701
53.39575,29101.0,8200.0,8.6904
38.56217,28743.0,8071.0,6.9805
42.66143,29046.0,8072.0,6.9938
40.33596,29960.0,8146.0,7.9746
35.47109,27591.0,8072.0,6.9938
33.69304,31107.0,8196.0,8.6374
44.31925,29850.0,7618.0,0.9760
47.19889,29228.0,8498.0,12.6403
53.97227,30473.0,7875.0,4.3825
21.63732,32943.0,8423.0,11.6462
23.85047,30612.0,7892.0,4.6079
52.38810,29729.0,8452.0,12.0306
AVG TIME: 40.93444
MIN_COST: 7618.0
AVG_COST: 8177.9
MIN_ERR: %0.9760
AVG_ERR: %8.3975
