Time,Initial Cost,Minimized Cost,Error Rate
6.28523,31694.0,8762.0,16.1396
6.42082,28783.0,8342.0,10.5726
6.31140,30330.0,8097.0,7.3251
AVG TIME,6.294223500000001
MIN_COST,8083.0
AVG_COST,8348.35
MIN_ERR ,7.1396
AVG_ERR ,10.656745
MAX_ITERS,100
#ANTS,10
DECAY,0.1
C_LOCAL_PHER,0.1
C_HEUR,2.5
C_GREED,1.5
Time,Initial Cost,Minimized Cost,Error Rate
6.17239,28122.0,8311.0,10.1617
6.25153,30632.0,8181.0,8.4385
6.28553,31080.0,7994.0,5.9599
6.34513,29796.0,8418.0,11.5800
6.24611,29932.0,8379.0,11.0630
6.20410,27815.0,7943.0,5.2839
6.22989,31114.0,7949.0,5.3634
6.32299,29110.0,8502.0,12.6934
6.32066,29427.0,8543.0,13.2368
6.21176,31783.0,8096.0,7.3119
6.28022,28612.0,8206.0,8.7699
6.23031,32070.0,8126.0,7.7095
6.25562,29813.0,8079.0,7.0865
6.35225,32825.0,8413.0,11.5137
6.38008,27323.0,8515.0,12.8657
6.30386,32565.0,8353.0,10.7184
6.25557,28872.0,8541.0,13.2103
6.29580,30046.0,8246.0,9.3001
6.25835,28878.0,8377.0,11.0365
6.32360,30681.0,8791.0,16.5240
AVG TIME,6.2762875
MIN_COST,7943.0
AVG_COST,8298.15
MIN_ERR ,5.2839
AVG_ERR ,9.991354999999999
MAX_ITERS,100
#ANTS,10
DECAY,0.1
C_LOCAL_PHER,0.1
C_HEUR,2.5
C_GREED,2.5
Time,Initial Cost,Minimized Cost,Error Rate
6.15994,29858.0,7953.0,5.4164
6.34279,27285.0,7956.0,5.4562
6.24268,28396.0,8414.0,11.5269
6.36904,30141.0,7865.0,4.2500
6.26028,30868.0,8195.0,8.6241
6.23388,30354.0,8354.0,10.7316
6.23397,29038.0,8530.0,13.0645
6.30866,27509.0,8110.0,7.4974
6.22832,30139.0,8045.0,6.6359
6.29570,29478.0,8352.0,10.7051
6.24160,25623.0,8428.0,11.7125
6.30046,31227.0,8275.0,9.6845
6.28034,28023.0,8597.0,13.9526
6.24148,28808.0,8070.0,6.9672
6.21401,31793.0,8502.0,12.6934
6.33774,30498.0,8720.0,15.5829
6.28025,30074.0,8199.0,8.6771
6.40678,26362.0,8012.0,6.1985
6.39240,30687.0,8141.0,7.9083
6.17307,29869.0,8151.0,8.0409
AVG TIME,6.2771694999999985
MIN_COST,7865.0
AVG_COST,8243.45
MIN_ERR ,4.25
AVG_ERR ,9.266300000000001
MAX_ITERS,100
#ANTS,10
DECAY,0.1
C_LOCAL_PHER,0.1
C_HEUR,2.5
C_GREED,3.0
